r_low,r_high,r_center,psd_bin_weight,psd_density_per_r,psd_density_per_log_r
5.000000000000000888e+00,5.465182700442109187e+00,5.227419392225053585e+00,1.448232806071663017e-07,3.113255941580086239e-07,1.627966133769485586e-06
5.465182700442109187e+00,5.973644389842339919e+00,5.713760406068792541e+00,1.170569298394036101e-07,2.302177966986680376e-07,1.315843120682284084e-06
5.973644389842339919e+00,6.529411595591882111e+00,6.245348905143647933e+00,9.135695730919473127e-08,1.643798992889208979e-07,1.026948374322589744e-06
6.529411595591882111e+00,7.136885459258971665e+00,6.826394558923226441e+00,6.924419227380399860e-08,1.139871135455985645e-07,7.783776165639317129e-07
7.136885459258971665e+00,7.800876589395792315e+00,7.461498689963870667e+00,5.138743064919454575e-08,7.739174262554645721e-08,5.776488175629492516e-07
7.800876589395792315e+00,8.526643156929946343e+00,8.155690711952400918e+00,3.769052203032933450e-08,5.193201742315809949e-08,4.236811455466539582e-07
8.526643156929946343e+00,9.319932534819326264e+00,8.914467957823729805e+00,2.761671472500409342e-08,3.481291379254431452e-08,3.104409464403129877e-07
9.319932534819326264e+00,1.018702681171643043e+01,9.743839213348747919e+00,2.047502402646769254e-08,2.361337696719385691e-08,2.301608247200314366e-07
1.018702681171643043e+01,1.113479254006651153e+01,1.065037230093660447e+01,1.559555136122705568e-08,1.645506995529009703e-08,1.753104151977338820e-07
1.113479254006651153e+01,1.217073511259666851e+01,1.164124609046930736e+01,1.241628017355116804e-08,1.198549080112230086e-08,1.395720601355759942e-07
1.217073511259666851e+01,1.330305819780532950e+01,1.272430734904443739e+01,1.052439980100499519e-08,9.294520211133549058e-09,1.183053331098110220e-07
1.330305819780532950e+01,1.454072870512405125e+01,1.390813287982120805e+01,9.683600809995509266e-09,7.824053940635601715e-09,1.088538673169330710e-07
1.454072870512405125e+01,1.589354779421318931e+01,1.520209744204979074e+01,9.881822756301785490e-09,7.304615107815547816e-09,1.110820906675130993e-07
1.589354779421318931e+01,1.737222849071675057e+01,1.661644799014514717e+01,1.147442560250305752e-08,7.759907618754406290e-09,1.289846232388700629e-07
1.737222849071675057e+01,1.898848052311853962e+01,1.816238481970746221e+01,1.562754154074021728e-08,9.669000395635894899e-09,1.756700184924686314e-07
1.898848052311853962e+01,2.075510305252587173e+01,1.985215026308751618e+01,2.558688546184081267e-08,1.448350456077604836e-08,2.876235286611402018e-07
2.075510305252587173e+01,2.268608602971151811e+01,2.169912563688062690e+01,4.865744278860025248e-08,2.519827640299404026e-08,5.469608800710167095e-07
2.268608602971151811e+01,2.479672098206415853e+01,2.371793720907997027e+01,8.467226251842909905e-08,4.011696216062769080e-08,9.518053676987414332e-07
2.479672098206415853e+01,2.710372210777337543e+01,2.592457202504720826e+01,9.246409933259737497e-08,4.007978076047627322e-08,1.039393816186743624e-06
2.710372210777337543e+01,2.962535863619867627e+01,2.833650450953068756e+01,9.544506933231919320e-08,3.785044682546784709e-08,1.072903057138780317e-06
2.962535863619867627e+01,3.238159950258924624e+01,3.097283484729738134e+01,1.527905295764908028e-07,5.543438943947498483e-08,1.717526399543000226e-06
3.238159950258924624e+01,3.539427148283910185e+01,3.385444023822002890e+01,2.506843210795305403e-07,8.320996202803998986e-08,2.817955671722839900e-06
3.539427148283910185e+01,3.868723204055274323e+01,3.700414022461426100e+01,2.998465591880750235e-07,9.105683288118810039e-08,3.370590982602965562e-06
3.868723204055274323e+01,4.228655825520372247e+01,4.044687740005917220e+01,5.601612524218764028e-07,1.556294759118393315e-07,6.296802175516964913e-06
4.228655825520372247e+01,4.622075332751536081e+01,4.420991493074127021e+01,4.874050193001141282e-07,1.238893878776902256e-07,5.478945522592895036e-06
4.622075332751536081e+01,5.052097229738779305e+01,4.832305245350088541e+01,7.868456475804867337e-07,1.829780420702225047e-07,8.844973414457829282e-06
5.052097229738779305e+01,5.522126876183975241e+01,5.281886206028593023e+01,1.075588805204157881e-06,2.288342476562418916e-07,1.209075047459812305e-05
5.522126876183975241e+01,6.035886454673416779e+01,5.773294623778253509e+01,1.260923409146360274e-06,2.454306375861124708e-07,1.417410653012001539e-05
6.035886454673416779e+01,6.597444446782800753e+01,6.310421980485668314e+01,1.538939234278558447e-06,2.740481403350402012e-07,1.729929708007640164e-05
6.597444446782800753e+01,7.211247851537044085e+01,6.897521808047979164e+01,2.105901840536082423e-06,3.430906091795386083e-07,2.367255363269215348e-05
7.211247851537044085e+01,7.882157401364115401e+01,7.539243372253199027e+01,2.232321220042920111e-06,3.327305775597182772e-07,2.509364054376368573e-05
7.882157401364115401e+01,8.615486054419376671e+01,8.240668490492200249e+01,2.889566813773582101e-06,3.940343530468642185e-07,3.248177291914498339e-05
8.615486054419376671e+01,9.417041068102604129e+01,9.007351774863272453e+01,3.216512633105591991e-06,4.012840763512147136e-07,3.615698811395724461e-05
9.417041068102604129e+01,1.029316998694944516e+02,9.845364619355855496e+01,3.789612489324447487e-06,4.325405094848743500e-07,4.259923381700274320e-05
1.029316998694944516e+02,1.125081090907720522e+02,1.076134327944968447e+02,4.166228507077839140e-06,4.350512191794177739e-07,4.683279433135632792e-05
1.125081090907720522e+02,1.229754742924681921e+02,1.176254142487347139e+02,4.928972550036813219e-06,4.708895175681955755e-07,5.540684033739732157e-05
1.229754742924681921e+02,1.344166869363720878e+02,1.285688758169043524e+02,5.243091746698059500e-06,4.582636395182884960e-07,5.893787079042575052e-05
1.344166869363720878e+02,1.469223504190806864e+02,1.405304791859670672e+02,6.073545997662732393e-06,4.856636360046420352e-07,6.827305081498661970e-05
1.469223504190806864e+02,1.605914975637306270e+02,1.536049487463974117e+02,6.219221771298894196e-06,4.549824290781065344e-07,6.991059986784659832e-05
1.605914975637306270e+02,1.755323748646783031e+02,1.678958217182215549e+02,5.976694729146893863e-06,4.000230112838020103e-07,6.718434059867766522e-05
1.755323748646783031e+02,1.918632996955918202e+02,1.835162680661873651e+02,1.014169267655850805e-06,6.210115337351169216e-08,1.140033021439391230e-05
1.918632996955918202e+02,2.097135972692176153e+02,2.005899866970047754e+02,8.571988675400731194e-12,4.802154496329535941e-13,9.635817669716155699e-11
2.097135972692176153e+02,2.292246247686422862e+02,2.192521850356766038e+02,2.747689766222952370e-12,1.408275277303552837e-13,3.088692554651752458e-11
2.292246247686422862e+02,2.505508907601835062e+02,2.396506497382223984e+02,1.644115568969892448e-12,7.709345694281450619e-14,1.848158980424096843e-11
2.505508907601835062e+02,2.738612787525830754e+02,2.619469170198087795e+02,1.226926481324642036e-12,5.263432259148520267e-14,1.379194527183386535e-11
2.738612787525830754e+02,2.993403845919141872e+02,2.863175518661607271e+02,1.040443839360779089e-12,4.083517867234909336e-14,1.169568406037497465e-11
2.993403845919141872e+02,3.271899782830833487e+02,3.129555462583755343e+02,9.660037464461288301e-13,3.468645744560501023e-14,1.085889905072986205e-11
3.271899782830833487e+02,3.576306018141472691e+02,3.420718474837368035e+02,9.676634173146811822e-13,3.178855440747473890e-14,1.087755549847693408e-11
3.576306018141472691e+02,3.909033156366755861e+02,3.738970286352779340e+02,1.044463634602754723e-12,3.139099624316091809e-14,1.174087079065193324e-11
3.909033156366755861e+02,4.272716076326040593e+02,4.086831145288457492e+02,1.221014708134635863e-12,3.357360604867920860e-14,1.372549071767995032e-11
4.272716076326040593e+02,4.670234796847592520e+02,4.467055774971697133e+02,1.564014796187994350e-12,3.934443122920042795e-14,1.758117279372306664e-11
4.670234796847592520e+02,5.104737283746845264e+02,4.882655188657067242e+02,2.242440288935123274e-12,5.160937754206855947e-14,2.520738953075474461e-11
5.104737283746845264e+02,5.579664378687019735e+02,5.336920533854499809e+02,3.745114588373165277e-12,7.885662090609779746e-14,4.209903056605573049e-11
5.579664378687019735e+02,6.098777047334672261e+02,5.833449155051175694e+02,7.845983954743658584e-12,1.511422168752563508e-13,8.819711935036385218e-11
6.098777047334672261e+02,6.666186162589370952e+02,6.376173081218863672e+02,2.452817071826051173e-11,4.322836919398149551e-13,2.757224604030172874e-10
6.666186162589370952e+02,7.286385058741998364e+02,6.969390163700397807e+02,2.384331209245897785e-10,3.844462194365350293e-12,2.680239284781049283e-09
7.286385058741998364e+02,7.964285114359325917e+02,7.617798111057361439e+02,7.204136257660701477e-07,1.062713625403124922e-08,8.098207554312296714e-06
7.964285114359325917e+02,8.705254645677036933e+02,8.326531690402251797e+02,4.112823716389705073e-10,5.550597619143153771e-12,4.623246826322120777e-09
8.705254645677036933e+02,9.515161418499487809e+02,9.101203389813875901e+02,4.987755440062295700e-10,6.158431571920833643e-12,5.606762190376826076e-09
9.515161418499487809e+02,1.040041911525951718e+03,9.947947863843172627e+02,1.039799512541754130e-07,1.174572688096737438e-09,1.168844114862728968e-06
1.040041911525951718e+03,1.136803812521274722e+03,1.087347051407514527e+03,5.094538103614851831e-07,5.265024819904165799e-09,5.726797145536280357e-06
1.136803812521274722e+03,1.242568105997580915e+03,1.188510058945817036e+03,2.528940294621392046e-07,2.391109713400521898e-09,2.842795120168633882e-06
1.242568105997580915e+03,1.358172343403819013e+03,1.299084922690421990e+03,4.411406538631645619e-07,3.815955744883104585e-09,4.958885351217640861e-06
1.358172343403819013e+03,1.484531999077894170e+03,1.419947289178573556e+03,4.819289906989140069e-07,3.813946691513421216e-09,5.417389196338347510e-06
1.484531999077894170e+03,1.622647719922649458e+03,1.552054272071681680e+03,6.152166588467194650e-07,4.454356499635799854e-09,6.915682902184681707e-06
1.622647719922649458e+03,1.773613249566618833e+03,1.696452031574684725e+03,6.343537400816843902e-07,4.201977375747410614e-09,7.130803841436345043e-06
1.773613249566618833e+03,1.938624089761279492e+03,1.854284059018367088e+03,7.299197459339590041e-07,4.423465422470937481e-09,8.205066352372854089e-06
1.938624089761279492e+03,2.118986967604734673e+03,2.026800232210550803e+03,7.864511730167456541e-07,4.360382704135720487e-09,8.840539105086356040e-06
2.118986967604734673e+03,2.316130183563135688e+03,2.215366713265829731e+03,8.089525058861799335e-07,4.103374807768562620e-09,9.093477774356497853e-06
2.316130183563135688e+03,2.531614922236210987e+03,2.421476767295141599e+03,8.380459266061709844e-07,3.889119627527869527e-09,9.420518450752480845e-06
2.531614922236210987e+03,2.767147615437286731e+03,2.646762587628777510e+03,8.334925699423590767e-07,3.538755315088259143e-09,9.369333928398188981e-06
2.767147615437286731e+03,3.024593455491498389e+03,2.893008221217237406e+03,7.987875446522368687e-07,3.102740151031502936e-09,8.979212909132059707e-06
3.024593455491498389e+03,3.305991165764510697e+03,3.162163696566648014e+03,7.653357527964987419e-07,2.719765388474445216e-09,8.603179552984258641e-06
3.305991165764510697e+03,3.613569145390128597e+03,3.456360466088422527e+03,7.055361023586907640e-07,2.293844647843337737e-09,7.930968529205062060e-06
3.613569145390128597e+03,3.949763116047501171e+03,3.777928285151694126e+03,6.199921101925780882e-07,1.844149997634652519e-09,6.969364002570810630e-06
3.949763116047501171e+03,4.317235410533423419e+03,4.129413661504391712e+03,5.486660422788897184e-07,1.493081384669964494e-09,6.167583912162602498e-06
4.317235410533423419e+03,4.718896055876670289e+03,4.513600021164621467e+03,4.699340684797733973e-07,1.169977875423125291e-09,5.282553643186310526e-06
4.718896055876670289e+03,5.157925817952334910e+03,4.933529750476805020e+03,3.888645450920034735e-07,8.857361816509027066e-10,4.371246856026081309e-06
5.157925817952334910e+03,5.637801390087362961e+03,5.392528288884461290e+03,3.140977811644125734e-07,6.545400503862932545e-10,3.530789720299292438e-06
5.637801390087362961e+03,6.162322925126784867e+03,5.894230463211208189e+03,2.447608069396412711e-07,4.666363353818172274e-10,2.751369136932188017e-06
6.162322925126784867e+03,6.735644128988143166e+03,6.442609271992153481e+03,1.972783470441732078e-07,3.440974199375320081e-10,2.217616301519172649e-06
6.735644128988143166e+03,7.362305154016090455e+03,7.042007347799889430e+03,1.282675486201889435e-07,2.046841011286262427e-10,1.441862277527813940e-06
7.362305154016090455e+03,8.047268552620901573e+03,7.697171346716433618e+03,1.066237701871576755e-07,1.556634564771455009e-10,1.198563422895724351e-06
8.047268552620901573e+03,8.795958575919112263e+03,8.413289537282667879e+03,7.609330975813463028e-08,1.016352661184399254e-10,8.553689073560746198e-07
8.795958575919112263e+03,9.614304128583706188e+03,9.196032886593564399e+03,4.873230436873982587e-08,5.954978824051016663e-11,5.478024030407819929e-07
9.614304128583706188e+03,1.050878572006497234e+04,1.005159996890157527e+04,2.725788247021035638e-08,3.047338562336555368e-11,3.064072941431149314e-07
1.050878572006497234e+04,1.148648678399042001e+04,1.098676605236106479e+04,3.384845544433132482e-08,3.462045475171167406e-11,3.804922724630679598e-07
1.148648678399042001e+04,1.255514977214428291e+04,1.200893675263366640e+04,4.177138414377137944e-09,3.908751833534751134e-12,4.695543317458155872e-08
1.255514977214428291e+04,1.372323746723650765e+04,1.312620667823938857e+04,1.594851702281526684e-08,1.365352711943093770e-11,1.792781208113644271e-07
1.372323746723650765e+04,1.500000000000000364e+04,1.434742353206831649e+04,1.712786798883823420e-09,1.341507723583157049e-12,1.925352672070531133e-08
